State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
WA,6120,55,3741916,21,23369,68034.83636363636,1112.8095238095239
WA,6121,1909,127688597,411,931271,66887.68831849136,2265.8661800486616
WA,6122,11859,763692615,3515,6994838,64397.72451302808,1989.996586059744
WA,6123,1332,81999156,382,772247,61560.92792792793,2021.5890052356021
WA,6124,717,48474227,202,371064,67607.01115760111,1836.950495049505
WA,6125,1924,124032732,457,845638,64466.07692307692,1850.4113785557986
WA,6126,154,8129843,28,58868,52791.18831168831,2102.4285714285716
WA,6147,8724,444483318,1906,3394968,50949.48624484181,1781.2004197271774
WA,6148,11073,734561501,2218,4170533,66338.07468617358,1880.3124436429216
WA,6149,11810,782664386,2425,4592961,66271.32819644369,1894.0045360824743
WA,6150,8297,540091559,1454,2783345,65094.80040978667,1914.267537826685
WA,6151,11038,1036218181,2217,4976526,93877.34924805218,2244.7117726657643
WA,6152,15668,1166817663,3359,7046591,74471.38517998469,2097.824054778208
WA,6153,13826,1354439444,2594,6337951,97963.21741646173,2443.311873554356
WA,6154,6303,467092807,1275,2554574,74106.42662224338,2003.587450980392
WA,6155,31656,1945822532,7279,13647616,61467.7322466515,1874.9300728121996
WA,6156,10688,885958712,2399,5285897,82892.84356287424,2203.3751563151313
WA,6157,8627,665910010,2037,4303874,77189.05876898111,2112.849288168876
WA,6158,4964,453401615,1043,2427181,91337.95628525382,2327.1150527325026
WA,6159,2553,254883745,502,1245419,99836.95456325891,2480.9143426294822
WA,6160,5789,459087875,1216,2471874,79303.48505786837,2032.7911184210527
WA,6161,88,5234311,20,32301,59480.806818181816,1615.05
WA,6162,7279,547669702,1547,2978560,75239.68979255392,1925.3781512605042
WA,6163,32227,2013436433,7713,15380878,62476.69447978403,1994.1498768313238
WA,6164,38637,2504482880,10878,21807602,64820.84219789321,2004.74370288656
WA,6165,112,6455907,21,64233,57642.02678571428,3058.714285714286
WA,6166,6522,455318421,1646,3680216,69812.69871205151,2235.854191980559
WA,6167,14407,833871832,4055,7960197,57879.63017977372,1963.0572133168928
WA,6168,12450,720904685,3317,6511303,57903.99076305221,1963.009647271631
WA,6169,19488,1177967472,5394,10477093,60445.78571428572,1942.3605858361143
WA,6170,9216,558194855,2942,5787871,60568.01812065972,1967.3252889191026
WA,6171,20407,1369314053,7357,15180080,67100.21330915863,2063.35190974582
WA,6172,7608,476327292,2317,4672700,62608.73974763407,2016.7026327147173
WA,6173,7333,529582592,2527,5517795,72219.09068594027,2183.5358132172537
WA,6174,2951,190817908,968,2045240,64662.11724839038,2112.8512396694214
WA,6175,2284,154869704,690,1389607,67806.35026269703,2013.9231884057972
WA,6176,1210,79320445,436,863494,65554.0867768595,1980.4908256880733
WA,6180,3230,209140840,1044,2036062,64749.48606811146,1950.2509578544061
WA,6181,301,23021883,105,219098,76484.6611295681,2086.647619047619
WA,6207,584,39271633,155,316714,67245.94691780822,2043.316129032258
WA,6208,6420,396863063,1495,2911984,61816.67647975078,1947.8153846153846
WA,6209,935,55203327,198,458692,59040.99144385027,2316.626262626263
WA,6210,39506,2402379775,9523,18502712,60810.50410064294,1942.949910742413
WA,6211,4175,266051173,1069,2077224,63724.83185628743,1943.1468662301215
WA,6213,392,23890680,86,156526,60945.61224489796,1820.0697674418604
WA,6214,416,28144786,94,196741,67655.73557692308,2092.9893617021276
WA,6215,2221,137282683,471,898721,61811.20351193156,1908.1125265392782
WA,6218,256,13629477,50,121052,53240.14453125,2421.04
WA,6220,2792,161958165,562,972833,58007.938753581664,1731.0195729537365
WA,6221,144,7636603,24,39209,53031.96527777778,1633.7083333333333
WA,6223,139,7969905,19,53378,57337.446043165466,2809.3684210526317
WA,6224,757,42354578,152,321282,55950.56538969617,2113.6973684210525
WA,6225,4572,283508117,978,1623181,62009.64938757655,1659.69427402863
WA,6226,559,39217359,131,240154,70156.27728085867,1833.2366412213742
WA,6227,460,28875135,97,178334,62772.032608695656,1838.4948453608247
WA,6228,110,5545154,16,29264,50410.490909090906,1829.0
WA,6229,107,5484307,16,36119,51255.20560747664,2257.4375
WA,6230,25068,1555845190,5723,10550128,62064.99082495612,1843.4611217892714
WA,6231,243,14640065,32,48496,60247.181069958846,1515.5
WA,6232,6358,385768448,1549,2801439,60674.496382510224,1808.546804389929
WA,6233,11663,745248246,2912,5406951,63898.50347251994,1856.7826236263736
WA,6236,1374,85088917,257,465962,61927.88719068413,1813.0817120622569
WA,6237,1576,100230064,313,667364,63597.756345177666,2132.1533546325877
WA,6239,2638,143640659,490,1100483,54450.59097801365,2245.8836734693878
WA,6240,89,3823458,11,21749,42960.20224719101,1977.1818181818182
WA,6244,958,53135954,121,322239,55465.50521920668,2663.1322314049585
WA,6251,213,11533602,28,75980,54148.366197183095,2713.5714285714284
WA,6252,70,3759952,11,49752,53713.6,4522.909090909091
WA,6253,399,17846754,48,110977,44728.70676691729,2312.0208333333335
WA,6254,263,16872343,36,93014,64153.395437262356,2583.722222222222
WA,6255,2396,132363745,369,672517,55243.63313856428,1822.5392953929538
WA,6256,132,7756502,20,34354,58761.378787878784,1717.7
WA,6258,3841,189004071,624,1397790,49206.99583441812,2240.048076923077
WA,6260,898,42582894,132,213669,47419.70378619154,1618.7045454545455
WA,6262,404,17625119,64,162752,43626.53217821782,2543.0
WA,6271,1919,109820568,427,871914,57228.01875977071,2041.953161592506
WA,6275,837,39171999,146,247524,46800.47670250896,1695.3698630136987
WA,6280,17184,941803036,3613,7158258,54806.97369646183,1981.250484362026
WA,6281,5341,321967398,1095,2515853,60282.23141733758,2297.5826484018266
WA,6282,983,62322662,150,419473,63400.46998982706,2796.4866666666667
WA,6284,1700,94606222,385,766145,55650.71882352941,1989.987012987013
WA,6285,6703,350299912,1469,2858232,52260.16887960615,1945.6991150442477
WA,6286,465,21471175,74,119228,46174.56989247312,1611.1891891891892
WA,6288,390,16604130,57,100488,42574.692307692305,1762.9473684210527
WA,6290,994,43318204,138,264540,43579.68209255533,1916.9565217391305
WA,6302,1985,114044964,314,668562,57453.38236775819,2129.1783439490446
WA,6304,909,57903552,113,200772,63700.27722772277,1776.7433628318583
WA,6306,595,39010192,85,158075,65563.34789915966,1859.7058823529412
WA,6308,900,58305973,148,316158,64784.41444444445,2136.2027027027025
WA,6309,179,13089014,27,54123,73122.98324022346,2004.5555555555557
WA,6311,316,18736456,60,92776,59292.582278481015,1546.2666666666667
WA,6312,2536,146358845,462,888753,57712.47831230284,1923.7077922077922
WA,6313,122,8668248,20,39157,71051.2131147541,1957.85
WA,6315,1219,64893848,309,591081,53235.31419196062,1912.883495145631
WA,6316,210,15718091,30,52641,74848.05238095239,1754.7
WA,6317,2324,122372542,363,704536,52655.9991394148,1940.870523415978
WA,6318,296,18153025,43,75371,61327.78716216216,1752.8139534883721
WA,6320,353,20077222,47,65044,56875.98300283286,1383.9148936170213
WA,6321,292,13854297,46,100782,47446.22260273973,2190.913043478261
WA,6322,125,8071602,11,17399,64572.816,1581.7272727272727
WA,6323,578,26083264,119,224123,45126.75432525951,1883.3865546218487
WA,6324,2094,100426618,383,765414,47959.22540592168,1998.4699738903394
WA,6326,348,14982054,60,120746,43051.879310344826,2012.4333333333334
WA,6327,125,4857124,15,30625,38856.992,2041.6666666666667
WA,6328,283,12593466,54,105123,44499.879858657245,1946.7222222222222
WA,6330,21183,1121888786,4409,8165181,52961.75168767408,1851.934905874348
WA,6331,367,19192525,75,126073,52295.70844686648,1680.9733333333334
WA,6332,126,7432794,22,82151,58990.42857142857,3734.1363636363635
WA,6333,3554,162825329,540,982787,45814.66769836804,1819.9759259259258
WA,6335,448,32918065,87,212767,73477.82366071429,2445.597701149425
WA,6336,207,11549908,38,88606,55796.657004830915,2331.7368421052633
WA,6337,405,23701507,73,148329,58522.23950617284,2031.9041095890411
WA,6338,454,26860522,62,147360,59164.14537444934,2376.7741935483873
WA,6341,167,12764472,20,52839,76433.96407185629,2641.95
WA,6343,142,8661976,18,38972,60999.83098591549,2165.1111111111113
WA,6346,477,29035242,59,130789,60870.52830188679,2216.762711864407
WA,6348,436,25057101,92,205126,57470.41513761468,2229.6304347826085
WA,6350,274,17289018,46,88260,63098.60583941606,1918.695652173913
WA,6352,132,8663120,12,15853,65629.69696969698,1321.0833333333333
WA,6353,545,33979002,98,181378,62346.79266055046,1850.795918367347
WA,6355,366,29791571,42,146774,81397.7349726776,3494.6190476190477
WA,6356,89,7594932,10,26158,85336.31460674158,2615.8
WA,6357,52,3976258,6,14078,76466.5,2346.3333333333335
WA,6358,73,5190546,7,14037,71103.3698630137,2005.2857142857142
WA,6359,321,26227177,37,78057,81704.60124610591,2109.6486486486488
WA,6361,78,6069931,5,12616,77819.6282051282,2523.2
WA,6363,53,2929635,1,3400,55276.1320754717,3400.0
WA,6365,352,24187769,38,70420,68715.25284090909,1853.157894736842
WA,6367,226,14806639,30,62070,65516.101769911504,2069.0
WA,6369,461,35528159,43,94813,77067.59002169197,2204.953488372093
WA,6370,318,20216823,53,118952,63574.91509433962,2244.377358490566
WA,6372,75,5271893,8,16931,70291.90666666666,2116.375
WA,6375,631,46475164,77,157374,73653.19175911252,2043.8181818181818
WA,6383,568,42793414,75,135254,75340.51760563381,1803.3866666666668
WA,6386,56,4968579,2,5100,88724.625,2550.0
WA,6390,956,67913917,213,389207,71039.66213389121,1827.262910798122
WA,6391,665,48570240,97,181611,73037.95488721805,1872.278350515464
WA,6392,344,25237840,46,102212,73365.81395348837,2222.0
WA,6393,67,3434738,5,11750,51264.746268656716,2350.0
WA,6394,150,8484736,17,30019,56564.90666666667,1765.8235294117646
WA,6395,1348,78769156,164,368279,58434.09198813057,2245.6036585365855
WA,6396,229,13437101,51,103157,58677.29694323144,2022.686274509804
WA,6398,313,13058814,46,81442,41721.45047923323,1770.4782608695652
WA,6401,3799,216103782,674,1326652,56884.38589102395,1968.326409495549
WA,6403,121,6392953,12,21838,52834.32231404959,1819.8333333333333
WA,6405,184,11013349,29,43870,59855.157608695656,1512.7586206896551
WA,6407,560,36872998,114,236282,65844.6392857143,2072.6491228070176
WA,6409,243,17794369,36,80536,73227.85596707818,2237.1111111111113
WA,6410,520,31660590,75,137030,60885.75,1827.0666666666666
WA,6411,88,7121113,7,40257,80921.73863636363,5751.0
WA,6415,1568,116797526,306,587629,74488.2181122449,1920.3562091503268
WA,6418,381,28016098,65,130591,73533.0656167979,2009.0923076923077
WA,6420,71,5499494,7,20264,77457.66197183098,2894.8571428571427
WA,6421,94,7093642,4,9177,75464.27659574468,2294.25
WA,6423,94,6381145,14,32869,67884.52127659574,2347.785714285714
WA,6425,93,8417375,7,16422,90509.40860215054,2346.0
WA,6426,414,26928783,80,174180,65045.36956521739,2177.25
WA,6429,375,23263430,80,175238,62035.81333333333,2190.475
WA,6430,14154,1106423565,3277,6108620,78170.38045782111,1864.0891058895331
WA,6431,96,5194667,17,36901,54111.114583333336,2170.6470588235293
WA,6432,3925,278267858,876,1565809,70896.26955414013,1787.453196347032
WA,6433,188,16254147,31,93926,86458.22872340426,3029.8709677419356
WA,6437,252,21847135,48,96375,86694.98015873016,2007.8125
WA,6438,305,17922817,49,101374,58763.33442622951,2068.8571428571427
WA,6440,247,15767851,27,69906,63837.45344129555,2589.1111111111113
WA,6442,1180,95687904,342,612559,81091.4440677966,1791.108187134503
WA,6443,332,17529988,72,165513,52801.1686746988,2298.7916666666665
WA,6445,131,11063945,8,36714,84457.59541984733,4589.25
WA,6446,109,13457697,17,74351,123465.11009174312,4373.588235294118
WA,6447,78,8372509,8,19369,107339.85897435897,2421.125
WA,6448,195,11794750,37,90362,60485.89743589744,2442.2162162162163
WA,6450,7984,489986060,1549,3315956,61370.999498998,2140.707553260168
WA,6460,423,26525921,58,119353,62709.033096926716,2057.810344827586
WA,6461,385,27935305,51,124555,72559.23376623377,2442.2549019607845
WA,6466,65,5159382,3,5780,79375.10769230769,1926.6666666666667
WA,6468,185,18192218,29,71600,98336.31351351351,2468.9655172413795
WA,6472,144,10085343,10,18772,70037.10416666667,1877.2
WA,6475,231,13574799,27,46912,58765.36363636364,1737.4814814814815
WA,6477,166,11664034,13,32950,70265.26506024097,2534.6153846153848
WA,6479,366,25899905,48,115969,70764.76775956285,2416.0208333333335
WA,6485,274,21553593,41,75627,78662.74817518248,1844.560975609756
WA,6488,99,6524063,13,23418,65899.62626262626,1801.3846153846155
WA,6490,119,6722214,21,44334,56489.19327731092,2111.1428571428573
WA,6501,624,38787534,138,286423,62159.50961538462,2075.5289855072465
WA,6502,726,40450954,176,377747,55717.56749311295,2146.2897727272725
WA,6503,1319,68005430,247,491285,51558.324488248676,1989.008097165992
WA,6504,68,4142232,18,32740,60915.17647058824,1818.888888888889
WA,6505,90,4829793,11,19453,53664.36666666667,1768.4545454545455
WA,6507,325,22662025,39,87220,69729.30769230769,2236.4102564102564
WA,6509,87,5856443,22,69318,67315.4367816092,3150.818181818182
WA,6510,1133,68780734,235,399059,60706.73786407767,1698.1234042553192
WA,6511,334,20618408,50,132500,61731.760479041914,2650.0
WA,6512,66,4858728,7,9842,73617.09090909091,1406.0
WA,6513,123,10418341,19,44205,84701.9593495935,2326.5789473684213
WA,6514,298,16906251,63,136920,56732.38590604027,2173.3333333333335
WA,6515,220,16025423,42,79147,72842.83181818182,1884.452380952381
WA,6516,1143,65807116,190,400610,57574.02974628172,2108.4736842105262
WA,6517,286,18569249,95,189159,64927.444055944055,1991.1473684210525
WA,6518,146,7776627,28,66951,53264.568493150684,2391.1071428571427
WA,6519,276,17611576,71,149352,63810.057971014496,2103.549295774648
WA,6521,239,12055039,33,79753,50439.49372384937,2416.757575757576
WA,6522,314,26627142,56,109992,84799.8152866242,1964.142857142857
WA,6525,2034,128543361,324,710464,63197.325958702066,2192.7901234567903
WA,6528,277,18739908,44,108382,67653.09747292419,2463.2272727272725
WA,6530,18848,1172207072,4156,8016279,62192.65025466893,1928.844802694899
WA,6531,373,23361670,54,130551,62631.823056300265,2417.6111111111113
WA,6532,3346,227291263,718,1389592,67929.24775851764,1935.3649025069637
WA,6535,826,52652009,143,300818,63743.35230024213,2103.622377622378
WA,6536,870,47195408,152,293439,54247.59540229885,1930.5197368421052
WA,6537,499,26342660,81,151529,52790.901803607216,1870.7283950617284
WA,6556,1284,80279993,275,535618,62523.359034267916,1947.7018181818182
WA,6558,456,26488384,105,204287,58088.56140350877,1945.5904761904762
WA,6560,717,40673137,178,346218,56726.82984658299,1945.0449438202247
WA,6562,741,45815681,166,362988,61829.529014844804,2186.6746987951806
WA,6564,206,12296163,33,72148,59690.111650485436,2186.3030303030305
WA,6566,1945,113048847,336,755782,58122.80051413882,2249.3511904761904
WA,6567,123,6435663,15,21641,52322.46341463415,1442.7333333333333
WA,6568,137,9938713,22,46132,72545.35036496351,2096.909090909091
WA,6569,195,14028223,37,80677,71939.60512820513,2180.4594594594596
WA,6571,70,5395311,16,28306,77075.87142857142,1769.125
WA,6574,48,4114265,6,9335,85713.85416666667,1555.8333333333333
WA,6575,97,8986149,11,25290,92640.71134020618,2299.090909090909
WA,6603,692,43674282,136,249154,63113.12427745665,1832.014705882353
WA,6606,138,10776734,10,18814,78092.27536231885,1881.4
WA,6608,65,5150827,3,4760,79243.4923076923,1586.6666666666667
WA,6609,565,40582998,120,244751,71828.31504424779,2039.5916666666667
WA,6612,122,9764507,14,41632,80036.94262295082,2973.714285714286
WA,6620,184,10005632,40,99289,54378.434782608696,2482.225
WA,6623,325,23353470,59,117835,71856.83076923077,1997.2033898305085
WA,6630,278,19548494,53,121966,70318.32374100719,2301.245283018868
WA,6635,77,3989953,17,24656,51817.57142857143,1450.3529411764705
WA,6638,210,11725753,37,75674,55836.91904761905,2045.2432432432433
WA,6639,50,2125090,2,4080,42501.8,2040.0
WA,6640,101,3921499,7,13754,38826.72277227723,1964.857142857143
WA,6642,417,23903966,54,100647,57323.65947242206,1863.8333333333333
WA,6646,144,6153500,19,40243,42732.63888888889,2118.0526315789475
WA,6701,2928,159569627,360,640157,54497.82342896175,1778.213888888889
WA,6707,1784,114069229,303,490077,63940.150784753365,1617.4158415841584
WA,6710,497,43436357,105,195111,87397.09657947686,1858.2
WA,6713,697,68764620,154,268391,98657.99139167862,1742.7987012987012
WA,6714,10204,910920764,2428,4514960,89270.94903959232,1859.5387149917628
WA,6716,353,36236410,56,71398,102652.71954674221,1274.9642857142858
WA,6718,258,13337346,59,114647,51695.13953488372,1943.1694915254238
WA,6720,1310,120473210,288,499303,91964.2824427481,1733.6909722222222
WA,6721,2803,288519634,827,2005745,102932.44166963967,2425.3264812575576
WA,6722,6145,510483870,1821,4220174,83073.04637917006,2317.5035694673256
WA,6725,7666,490640082,1301,2183741,64002.097834594315,1678.509607993851
WA,6726,2036,125700174,343,505256,61738.78880157171,1473.0495626822158
WA,6728,2307,121831213,415,690391,52809.36844386649,1663.5927710843373
WA,6740,524,27141836,56,94279,51797.396946564884,1683.5535714285713
WA,6743,3737,236787346,521,907116,63362.9504950495,1741.10556621881
WA,6751,1744,159391997,292,543740,91394.49369266054,1862.123287671233
WA,6753,2719,235943855,429,820783,86775.96726737771,1913.2470862470861
WA,6754,736,73242902,96,166841,99514.8125,1737.9270833333333
WA,6760,104,6054940,25,63021,58220.57692307692,2520.84
WA,6765,1027,47070581,140,256526,45833.0876338851,1832.3285714285714
WA,6770,926,45782811,84,162245,49441.48056155507,1931.4880952380952
WA,6798,835,61667683,176,188721,73853.5125748503,1072.278409090909
WA,6799,272,15041375,19,19369,55299.17279411765,1019.421052631579
WA,6872,140,10994905,26,80901,78535.03571428571,3111.576923076923
WA,6904,163,19365034,27,50125,118803.88957055214,1856.4814814814815
WA,6910,84,7351337,13,35364,87515.91666666667,2720.3076923076924
WA,6916,63,3791791,17,47618,60187.15873015873,2801.0588235294117
WA,6918,54,4238037,10,22190,78482.16666666667,2219.0
