State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
VIC,3537,578,27958338,113,215589,48370.826989619374,1907.867256637168
VIC,3540,159,8468816,30,64825,53262.99371069182,2160.8333333333335
VIC,3542,105,4209450,8,21610,40090.0,2701.25
VIC,3544,141,5699758,26,53028,40423.81560283688,2039.5384615384614
VIC,3546,254,11287555,43,80721,44439.19291338583,1877.2325581395348
VIC,3549,2177,108831303,494,1290425,49991.4115755627,2612.1963562753035
VIC,3550,23338,1288816040,6163,11724117,55223.92835718571,1902.33928281681
VIC,3551,19594,1123681340,5976,12097664,57348.236194753496,2024.3748326639893
VIC,3552,196,11594144,48,136263,59153.795918367345,2838.8125
VIC,3554,74,4052148,18,43249,54758.75675675676,2402.722222222222
VIC,3555,10836,529545630,2974,5203133,48869.105758582504,1749.5403496973772
VIC,3556,7074,333641270,1975,3348209,47164.44303081708,1695.2956962025316
VIC,3557,492,27026502,114,255270,54931.91463414634,2239.2105263157896
VIC,3558,500,24734243,118,242162,49468.486,2052.2203389830506
VIC,3559,292,13151239,53,107317,45038.489726027394,2024.8490566037735
VIC,3561,2533,113157121,570,1128696,44673.16265298065,1980.1684210526316
VIC,3562,154,6493873,41,82129,42168.006493506495,2003.1463414634147
VIC,3563,455,19016494,89,193875,41794.49230769231,2178.370786516854
VIC,3564,9859,506310068,2510,5250943,51355.11390607567,2092.0091633466136
VIC,3565,54,2741911,15,34530,50776.12962962963,2302.0
VIC,3566,308,11997855,50,102291,38954.07467532468,2045.82
VIC,3567,365,13988765,72,158366,38325.38356164384,2199.527777777778
VIC,3568,1536,73269954,326,618201,47701.79296875,1896.3220858895706
VIC,3570,423,19766181,80,123407,46728.56028368794,1542.5875
VIC,3571,195,7683438,28,55136,39402.24615384615,1969.142857142857
VIC,3572,156,8344707,43,136496,53491.71153846154,3174.3255813953488
VIC,3573,196,8105104,24,44758,41352.57142857143,1864.9166666666667
VIC,3575,437,20077739,68,121066,45944.4828375286,1780.3823529411766
VIC,3579,2837,126683095,460,894042,44653.89319703913,1943.5695652173913
VIC,3580,573,22253117,129,218921,38836.15532286213,1697.062015503876
VIC,3581,99,4676118,17,37265,47233.51515151515,2192.0588235294117
VIC,3583,81,3436239,15,28784,42422.7037037037,1918.9333333333334
VIC,3584,585,26592588,113,239155,45457.415384615386,2116.4159292035397
VIC,3585,6998,370690883,1653,3145484,52970.9749928551,1902.8941318814277
VIC,3586,302,14084966,47,88892,46638.96026490066,1891.3191489361702
VIC,3588,200,8800461,59,111211,44002.305,1884.9322033898304
VIC,3589,187,10179574,29,62035,54436.22459893048,2139.137931034483
VIC,3590,180,10195400,28,71610,56641.11111111111,2557.5
VIC,3591,99,5006266,29,58862,50568.343434343435,2029.7241379310344
VIC,3594,349,14964294,80,156751,42877.63323782235,1959.3875
VIC,3595,297,11561256,74,173657,38926.78787878788,2346.7162162162163
VIC,3596,83,7089338,17,26417,85413.7108433735,1553.9411764705883
VIC,3597,251,14204357,51,120188,56591.06374501992,2356.627450980392
VIC,3599,70,4085868,18,35378,58369.54285714286,1965.4444444444443
VIC,3607,63,3600534,18,31422,57151.333333333336,1745.6666666666667
VIC,3608,1483,79094339,412,858675,53334.01146325017,2084.1626213592235
VIC,3610,759,36253968,191,496983,47765.438735177864,2602.005235602094
VIC,3612,829,37858192,207,402525,45667.30036188178,1944.5652173913043
VIC,3614,574,30583087,168,381749,53280.6393728223,2272.315476190476
VIC,3616,3141,157226711,924,1744573,50056.25947150589,1888.0660173160172
VIC,3617,86,3336017,27,59190,38790.895348837206,2192.222222222222
VIC,3618,372,14926705,99,188529,40125.55107526882,1904.3333333333333
VIC,3619,109,4911332,30,62493,45058.091743119265,2083.1
VIC,3620,4548,209740571,1232,2422158,46117.10004397538,1966.0373376623377
VIC,3621,1307,57012743,329,694325,43621.07345065034,2110.4103343465044
VIC,3622,218,9547491,54,135594,43795.83027522936,2511.0
VIC,3623,501,21078451,127,239062,42072.756487025945,1882.3779527559054
VIC,3624,286,11507550,59,110377,40236.18881118881,1870.7966101694915
VIC,3629,4933,224591861,1346,2538331,45528.453476586255,1885.832838038633
VIC,3630,17060,853896485,4862,9434247,50052.54894490035,1940.404566022213
VIC,3631,7612,423330426,2246,5021995,55613.56095638466,2235.972840605521
VIC,3632,284,14389573,66,142380,50667.51056338028,2157.2727272727275
VIC,3633,406,19722800,103,212496,48578.32512315271,2063.0679611650485
VIC,3634,1128,49511287,289,568495,43892.98492907801,1967.1107266435986
VIC,3635,302,12833369,73,179505,42494.59933774835,2458.972602739726
VIC,3636,2877,127854472,715,1421030,44440.2057698992,1987.4545454545455
VIC,3637,325,12501538,67,149774,38466.27076923077,2235.4328358208954
VIC,3638,1145,53695639,256,475637,46895.75458515284,1857.95703125
VIC,3639,283,10852653,65,108322,38348.59717314487,1666.4923076923078
VIC,3640,641,25432759,133,272741,39676.69110764431,2050.684210526316
VIC,3641,669,29429566,171,337426,43990.382660687595,1973.251461988304
VIC,3644,4931,232382915,1200,2367695,47126.934698844045,1973.0791666666667
VIC,3646,350,16098824,71,159163,45996.64,2241.7323943661972
VIC,3649,269,11345352,54,91798,42176.029739776954,1699.962962962963
VIC,3658,3545,195870089,1053,2491577,55252.49337094499,2366.169990503324
VIC,3659,422,24347245,109,277063,57694.89336492891,2541.862385321101
VIC,3660,4006,201918957,969,2027015,50404.13305042437,2091.8627450980393
VIC,3661,110,6045009,20,39369,54954.62727272727,1968.45
VIC,3662,515,34277662,294,600340,66558.56699029126,2041.9727891156463
VIC,3663,113,5678143,31,54007,50249.05309734513,1742.1612903225807
VIC,3664,656,35291035,155,376370,53797.30945121951,2428.1935483870966
VIC,3665,200,9469551,37,70813,47347.755,1913.8648648648648
VIC,3666,2713,124006089,572,1329863,45708.105049760416,2324.9353146853146
VIC,3669,769,31865109,125,306453,41437.07282184655,2451.624
VIC,3670,343,15383445,77,191017,44849.69387755102,2480.7402597402597
VIC,3671,80,3397920,10,38875,42474.0,3887.5
VIC,3672,5653,275216948,1104,2130454,48685.113744914204,1929.7590579710145
VIC,3673,1078,48596014,192,459918,45079.790352504635,2395.40625
VIC,3675,1155,54766526,252,426816,47416.90562770563,1693.7142857142858
VIC,3676,195,10524340,43,94976,53970.97435897436,2208.7441860465115
VIC,3677,10105,509888035,2415,4217065,50458.98416625433,1746.1966873706003
VIC,3678,3986,204992927,853,1591206,51428.230556949326,1865.4232121922626
VIC,3682,355,16924778,58,169502,47675.4309859155,2922.448275862069
VIC,3683,1010,49196824,271,496654,48709.72673267327,1832.671586715867
VIC,3685,1738,87628075,382,760595,50418.91542002301,1991.086387434555
VIC,3687,601,31715023,164,323048,52770.420965058234,1969.8048780487804
VIC,3688,862,46241040,218,481744,53643.897911832944,2209.8348623853212
VIC,3689,154,8965590,32,51851,58218.11688311688,1620.34375
VIC,3690,19673,1037489762,5251,10369827,52736.73369592843,1974.8289849552466
VIC,3691,6673,381351935,1854,3840057,57148.49917578301,2071.2281553398057
VIC,3694,63,3467051,23,44586,55032.555555555555,1938.5217391304348
VIC,3695,308,13629156,59,115140,44250.506493506495,1951.5254237288136
VIC,3697,336,14908499,59,170008,44370.53273809524,2881.491525423729
VIC,3698,555,28664584,112,237892,51647.8990990991,2124.035714285714
VIC,3699,698,32355500,126,249457,46354.58452722063,1979.8174603174602
VIC,3700,826,36549064,166,324255,44248.261501210654,1953.3433734939758
VIC,3701,611,35125346,90,207345,57488.29132569558,2303.8333333333335
VIC,3705,153,6952716,20,37334,45442.58823529412,1866.7
VIC,3707,1017,43804473,184,341215,43072.24483775811,1854.429347826087
VIC,3709,191,8499738,37,112742,44501.24607329843,3047.0810810810813
VIC,3711,292,16336647,51,129476,55947.42123287671,2538.7450980392155
VIC,3712,204,10044604,43,94548,49238.25490196078,2198.7906976744184
VIC,3713,458,19527336,98,192881,42636.10480349345,1968.1734693877552
VIC,3714,2063,102230888,433,875000,49554.47794474067,2020.7852193995382
VIC,3715,182,6444547,34,74215,35409.5989010989,2182.794117647059
VIC,3717,1657,80030571,305,616301,48298.473747736876,2020.6590163934427
VIC,3718,61,2495175,6,52581,40904.50819672131,8763.5
VIC,3719,264,11614391,37,69336,43993.905303030304,1873.945945945946
VIC,3720,352,16106552,74,168614,45757.25,2278.5675675675675
VIC,3722,3185,158659841,654,1246975,49814.70675039246,1906.6896024464831
VIC,3723,1672,74981626,324,809279,44845.47009569378,2497.7746913580245
VIC,3724,139,6986048,23,62570,50259.338129496406,2720.4347826086955
VIC,3725,372,17450205,90,224475,46909.153225806454,2494.1666666666665
VIC,3726,213,9095111,25,44580,42700.05164319249,1783.2
VIC,3727,185,6523096,35,64005,35259.97837837838,1828.7142857142858
VIC,3728,353,14853392,83,184827,42077.597733711045,2226.8313253012047
VIC,3730,5025,247687127,1166,2579622,49290.970547263685,2212.368782161235
VIC,3732,373,15741711,73,108137,42202.97855227882,1481.3287671232877
VIC,3733,139,6008308,30,90655,43225.23741007194,3021.8333333333335
VIC,3735,407,18977149,76,175826,46626.90171990172,2313.5
VIC,3737,2647,126307224,573,1045076,47717.12278050623,1823.867364746946
VIC,3738,108,4757838,28,55438,44054.055555555555,1979.9285714285713
VIC,3739,142,7319477,26,58206,51545.612676056335,2238.6923076923076
VIC,3740,694,32606511,186,416726,46983.44524495677,2240.462365591398
VIC,3741,1962,93871352,439,960894,47844.72579001019,2188.8246013667426
VIC,3744,236,12365548,44,90574,52396.38983050847,2058.5
VIC,3746,201,9200435,41,67315,45773.30845771144,1641.8292682926829
VIC,3747,2816,142304742,582,1014242,50534.35440340909,1742.683848797251
VIC,3749,1234,68680502,291,550062,55656.80875202593,1890.2474226804125
VIC,3750,8217,440804610,2608,5873495,53645.44359255202,2252.106978527607
VIC,3751,124,6580211,24,70791,53066.217741935485,2949.625
VIC,3752,14477,824897957,4633,11819138,56979.89618014782,2551.0766242175696
VIC,3753,2133,128333093,754,2171150,60165.53820909517,2879.5092838196288
VIC,3754,26245,1553234142,8844,24159506,59182.09723756906,2731.739710538218
VIC,3755,143,8056068,42,114324,56336.13986013986,2722.0
VIC,3756,7954,452544684,2636,6930078,56895.233090269045,2629.012898330804
VIC,3757,5230,316054651,1585,4466230,60431.09961759082,2817.8107255520504
VIC,3758,1379,81303619,440,1204642,58958.38941261784,2737.822727272727
VIC,3759,686,47756869,168,447693,69616.42711370262,2664.839285714286
VIC,3760,270,16892121,74,268062,62563.41111111111,3622.4594594594596
VIC,3761,737,41854515,189,533912,56790.38670284939,2824.931216931217
VIC,3762,83,4779407,20,39823,57583.21686746988,1991.15
VIC,3763,996,53454567,331,920153,53669.24397590361,2779.918429003021
VIC,3764,5414,311909606,1682,4178840,57611.67454746952,2484.447086801427
VIC,3765,4103,251347081,1122,3075961,61259.342188642455,2741.4982174688057
VIC,3766,728,43595428,196,638327,59883.82967032967,3256.7704081632655
VIC,3767,719,44238750,187,546231,61528.16411682893,2921.0213903743315
VIC,3770,1945,158162008,492,1433333,81317.22776349615,2913.278455284553
VIC,3775,2514,158263160,598,1678501,62952.728719172635,2806.8578595317726
VIC,3777,6249,338610366,1443,3502256,54186.3283725396,2427.065835065835
VIC,3778,120,4684400,17,33142,39036.666666666664,1949.5294117647059
VIC,3779,285,11610738,33,40191,40739.43157894737,1217.909090909091
VIC,3781,2604,148169091,734,1963359,56900.57258064516,2674.876021798365
VIC,3782,4900,296428797,1221,3349455,60495.672857142854,2743.206388206388
VIC,3783,1470,84529166,367,978936,57502.83401360544,2667.400544959128
VIC,3786,980,68110642,262,671654,69500.65510204082,2563.5648854961833
VIC,3787,639,40075645,135,400466,62716.18935837246,2966.4148148148147
VIC,3788,1107,70775543,255,657755,63934.54652213189,2579.4313725490197
VIC,3789,171,12808258,42,92196,74902.09356725146,2195.1428571428573
VIC,3791,942,58292281,214,633064,61881.40233545648,2958.2429906542056
VIC,3792,670,41537166,143,349464,61995.77014925373,2443.804195804196
VIC,3793,2134,114644831,464,1136333,53722.976101218366,2448.9935344827586
VIC,3795,907,52258496,182,408194,57616.86438809261,2242.8241758241757
VIC,3796,5914,333334683,1659,4639944,56363.65962123774,2796.8318264014465
VIC,3797,2007,99070181,507,1358534,49362.322371699054,2679.554240631164
VIC,3799,3158,150667267,851,1994559,47709.71089297024,2343.782608695652
VIC,3800,97,3031447,7,13807,31252.03092783505,1972.4285714285713
VIC,3802,13857,706330342,3640,8305240,50972.81821462077,2281.6593406593406
VIC,3803,5917,281369088,1394,2921367,47552.65979381443,2095.6721664275465
VIC,3804,5423,391103085,1374,3947006,72119.3223308132,2872.6390101892284
VIC,3805,32765,1718285165,9276,22266765,52442.70303677705,2400.470569210867
VIC,3806,29604,1866736760,8794,22287439,63056.90987704364,2534.3915169433703
VIC,3807,4654,326352987,1380,3809938,70123.11710356682,2760.8246376811594
VIC,3808,1937,154210870,474,1479706,79613.25245224574,3121.7426160337554
VIC,3809,8886,523791216,3123,7619329,58945.669142471306,2439.7467178994557
VIC,3810,28714,1527166350,8817,21638290,53185.42696942258,2454.155608483611
VIC,3812,1580,92370532,415,1121510,58462.362025316455,2702.4337349397592
VIC,3813,589,30945073,158,376765,52538.32427843803,2384.5886075949365
VIC,3814,1420,79344319,370,942540,55876.280985915495,2547.4054054054054
VIC,3815,1894,107607053,557,1398010,56814.70591341077,2509.8922800718133
VIC,3816,1644,84966400,485,1286718,51682.72506082725,2653.0268041237114
VIC,3818,8715,436769959,2450,5528288,50117.03488238669,2256.4440816326533
VIC,3820,10615,599487588,3012,6469677,56475.51464908149,2147.9671314741036
VIC,3821,1796,92829199,389,779544,51686.636414253895,2003.969151670951
VIC,3822,607,34373937,138,276747,56629.22075782537,2005.4130434782608
VIC,3823,1216,63696395,309,691980,52381.90378289474,2239.4174757281553
VIC,3824,2967,169143507,856,1803917,57008.25985844287,2107.379672897196
VIC,3825,10205,548689924,3149,6012978,53766.77354238118,1909.4880914576056
VIC,3831,1091,57084173,258,569138,52322.79835013749,2205.9612403100773
VIC,3832,123,5140026,23,63683,41788.829268292684,2768.8260869565215
VIC,3833,186,7649113,34,98248,41124.26344086022,2889.6470588235293
VIC,3835,335,16422563,85,186538,49022.576119402984,2194.564705882353
VIC,3840,7908,412177446,2138,3992335,52121.578907435505,1867.322263797942
VIC,3842,2301,120368619,657,1238986,52311.43807040417,1885.8234398782345
VIC,3844,17203,1072999066,5541,10996849,62372.787653316285,1984.6325573001263
VIC,3847,1184,59980739,357,743189,50659.40793918919,2081.7619047619046
VIC,3850,8289,486163201,2911,5664209,58651.61068886476,1945.7949158364822
VIC,3851,2538,130779170,738,1491269,51528.43577620173,2020.689701897019
VIC,3852,78,5501875,28,35944,70536.85897435897,1283.7142857142858
VIC,3853,82,5400342,13,26838,65857.82926829268,2064.4615384615386
VIC,3854,888,56783405,303,653710,63945.2759009009,2157.4587458745873
VIC,3856,611,36441178,199,443337,59641.862520458264,2227.824120603015
VIC,3857,237,12530694,62,125882,52872.126582278484,2030.3548387096773
VIC,3858,1606,77540690,523,975497,48281.87422166874,1865.1950286806884
VIC,3859,463,21168922,138,281450,45721.21382289417,2039.4927536231885
VIC,3860,4063,213068628,1432,2726333,52441.20797440315,1903.8638268156424
VIC,3862,1947,96235976,657,1240021,49427.82537236775,1887.398782343988
VIC,3864,117,4894408,28,50195,41832.54700854701,1792.6785714285713
VIC,3865,319,13735696,78,164182,43058.608150470216,2104.897435897436
VIC,3869,1065,62439918,308,607111,58629.030985915495,1971.1396103896104
VIC,3870,682,32252075,171,382341,47290.432551319645,2235.9122807017543
VIC,3871,1557,81673375,374,768101,52455.60372511239,2053.7459893048126
VIC,3873,210,9759151,64,140141,46472.14761904762,2189.703125
VIC,3874,360,34289638,81,144522,95248.99444444444,1784.2222222222222
VIC,3875,10690,508757808,2496,4876471,47591.93713751169,1953.714342948718
VIC,3878,678,32884802,146,298804,48502.657817109146,2046.6027397260275
VIC,3880,2094,98429495,377,760134,47005.489493791785,2016.2705570291778
VIC,3882,657,30686654,162,355234,46707.235920852356,2192.8024691358023
VIC,3885,1052,43972150,251,461219,41798.6216730038,1837.5258964143427
VIC,3886,193,8072120,39,72782,41824.455958549224,1866.2051282051282
VIC,3887,177,6162197,38,76655,34814.67231638418,2017.2368421052631
VIC,3888,1673,74085848,318,626225,44283.232516437536,1969.2610062893082
VIC,3889,78,2926550,17,42676,37519.8717948718,2510.3529411764707
VIC,3890,163,7688790,23,33397,47170.490797546016,1452.0434782608695
VIC,3891,64,2651029,13,25044,41422.328125,1926.4615384615386
VIC,3892,589,27722090,86,175623,47066.366723259765,2042.1279069767443
VIC,3895,116,3173129,19,43722,27354.560344827587,2301.157894736842
VIC,3896,237,11135475,44,120719,46985.126582278484,2743.6136363636365
VIC,3898,417,17455608,96,191688,41859.97122302158,1996.75
VIC,3900,98,4155281,14,28802,42400.82653061225,2057.285714285714
VIC,3902,240,10693338,49,92867,44555.575,1895.2448979591836
VIC,3903,410,19575140,98,157397,47744.243902439026,1606.091836734694
VIC,3904,935,44512245,193,376690,47606.67914438502,1951.761658031088
VIC,3909,4161,185672003,968,1847233,44621.966594568614,1908.2985537190082
VIC,3910,14084,831443658,4677,12623252,59034.62496449872,2699.006200555912
VIC,3911,2099,119098690,614,1480238,56740.681276798474,2410.8110749185666
VIC,3912,9346,539214848,2852,7360023,57694.71945217205,2580.6532258064517
VIC,3913,2268,135411537,647,1912335,59705.26322751323,2955.695517774343
VIC,3915,5217,267797699,1628,4026936,51331.74218899751,2473.5479115479116
VIC,3916,651,54945821,134,342557,84402.18279569893,2556.39552238806
VIC,3918,2493,138405372,752,1885043,55517.598074608904,2506.7061170212764
VIC,3919,1826,92540589,676,1482513,50679.40251916758,2193.066568047337
VIC,3920,469,24056455,128,227588,51293.08102345416,1778.03125
VIC,3921,48,1116543,2,3706,23261.3125,1853.0
VIC,3922,4835,224253011,1068,2347622,46381.181178903826,2198.1479400749063
VIC,3923,389,21449881,69,144298,55141.082262210795,2091.2753623188405
VIC,3925,2221,111257103,590,1356843,50093.24763619991,2299.733898305085
VIC,3926,2184,152081229,514,1330067,69634.26236263737,2587.6789883268484
VIC,3927,1061,72009193,245,634048,67869.17342130066,2587.9510204081635
VIC,3928,305,26142560,44,137728,85713.31147540984,3130.181818181818
VIC,3929,649,62690687,87,374011,96595.81972265024,4298.977011494253
VIC,3930,11482,984915082,2959,9792727,85779.05260407594,3309.471781007097
VIC,3931,14815,905294108,3931,10857585,61106.58845764428,2762.041465276011
VIC,3933,730,50992818,136,438801,69853.17534246575,3226.4779411764707
VIC,3934,11713,809260884,3100,9409891,69090.82933492701,3035.448709677419
VIC,3936,7178,417075315,1771,5256276,58104.669127890775,2967.9706380575944
VIC,3937,1050,76143343,201,574045,72517.46952380953,2855.945273631841
VIC,3938,1941,107216083,424,1193095,55237.549201442554,2813.9033018867926
VIC,3939,8173,404123354,2092,5259100,49446.14633549492,2513.9101338432124
VIC,3940,2305,103617424,523,1218252,44953.32928416486,2329.3537284894837
VIC,3941,7264,370073353,1759,4557674,50946.22150330397,2591.0596930073907
VIC,3942,1513,97727989,298,1087246,64592.193654990086,3648.4765100671143
VIC,3943,1156,104217449,163,495509,90153.5025951557,3039.9325153374234
VIC,3944,448,79962321,44,168363,178487.3236607143,3826.431818181818
VIC,3945,615,34201736,129,310687,55612.57886178862,2408.4263565891474
VIC,3946,167,7006297,28,74200,41953.87425149701,2650.0
VIC,3950,2713,131068344,703,1520678,48311.221525985995,2163.126600284495
VIC,3951,646,30153368,120,234098,46677.04024767802,1950.8166666666666
VIC,3953,4659,233297585,1062,2035795,50074.60506546469,1916.9444444444443
VIC,3954,251,13492675,56,124141,53755.677290836655,2216.8035714285716
VIC,3956,1477,68249435,308,650861,46208.14827352742,2113.185064935065
VIC,3957,198,8105320,43,104428,40935.9595959596,2428.5581395348836
VIC,3958,167,7542737,41,50861,45166.08982035928,1240.5121951219512
VIC,3959,732,33843730,152,297324,46234.60382513661,1956.078947368421
VIC,3960,1448,68057994,339,633017,47001.377071823204,1867.3067846607669
VIC,3962,482,19428180,117,225340,40307.427385892115,1925.982905982906
VIC,3964,94,4349061,29,56337,46266.60638297872,1942.655172413793
VIC,3965,89,3854808,19,26291,43312.449438202246,1383.7368421052631
VIC,3966,329,13233604,65,110500,40223.72036474164,1700.0
VIC,3967,86,3216836,18,53658,37405.06976744186,2981.0
VIC,3971,2091,89711999,481,1033003,42903.87326637972,2147.6153846153848
VIC,3975,9497,520241470,2823,6297487,54779.55880804465,2230.7782500885583
VIC,3976,13434,632002113,3318,6678642,47044.968959356855,2012.8517179023509
VIC,3977,61011,3250359715,19081,45093569,53274.97852846208,2363.270740527226
VIC,3978,17138,971117561,6089,14075124,56664.579355817485,2311.5657743471834
VIC,3979,225,9381183,49,136557,41694.14666666667,2786.877551020408
VIC,3980,2051,117971698,684,1843469,57519.11165285227,2695.1301169590643
VIC,3981,2999,158588178,868,2072173,52880.35278426142,2387.2960829493086
VIC,3984,3336,168482582,980,2461334,50504.371103117504,2511.565306122449
VIC,3987,899,47398351,268,616459,52723.41601779755,2300.2201492537315
VIC,3988,669,30037055,154,304792,44898.4379671151,1979.1688311688313
VIC,3990,101,4718870,22,89562,46721.485148514854,4071.0
VIC,3991,245,10556231,58,150378,43086.65714285714,2592.7241379310344
VIC,3992,537,24493854,151,356286,45612.391061452516,2359.5099337748343
VIC,3995,5545,248547224,1577,3113789,44823.66528403968,1974.5015852885226
VIC,3996,3395,176121248,887,1971877,51876.65625920471,2223.085682074408
VIC,8007,51,4244160,10,56357,83218.82352941176,5635.7
VIC,VIC other,2388,150886877,624,1644736,63185.459380234504,2635.7948717948716
WA,6000,8891,644106380,1529,3032547,72444.76211899673,1983.3531720078483
WA,6001,53,2630217,9,20669,49626.735849056604,2296.5555555555557
WA,6003,2865,186500341,609,1229940,65096.105061082024,2019.6059113300494
WA,6004,7696,574239882,1377,2867984,74615.36928274429,2082.777051561365
WA,6005,4232,355050187,856,1657267,83896.54702268432,1936.0595794392523
WA,6006,5968,485169612,1352,2930447,81295.17627345845,2167.4903846153848
WA,6007,5140,467197401,1149,2532550,90894.4359922179,2204.1340295909486
WA,6008,9976,1007108916,1823,3825197,100953.17923015237,2098.2978606692263
WA,6009,11106,1598768078,1578,3851159,143955.3464793805,2440.5316856780737
WA,6010,11502,1371120082,2099,5231225,119207.10154755694,2492.2463077656025
WA,6011,6404,1163249367,1066,2925611,181644.18597751405,2744.4756097560976
WA,6012,5512,766891248,933,2207421,139131.21335268504,2365.9389067524116
WA,6014,13790,1339557694,2856,6205190,97139.7892675852,2172.685574229692
WA,6015,4686,721967173,734,1921830,154068.96564233888,2618.2970027247957
WA,6016,6608,515666860,1626,3555496,78036.75242130751,2186.651906519065
WA,6017,3140,175565412,889,1728073,55912.551592356685,1943.8391451068617
WA,6018,25826,2017883879,6571,14793686,78133.813947185,2251.3599147770506
WA,6019,15614,1239660393,4283,9899972,79394.15863968234,2311.4573896801307
WA,6020,14301,1251312859,3092,7562726,87498.2769736382,2445.9010349288487
WA,6021,12528,816452889,2976,6432807,65170.2497605364,2161.561491935484
WA,6022,3159,185518359,739,1621063,58726.92592592593,2193.5899864682
WA,6023,9771,693872947,2159,4615846,71013.5039402313,2137.9555349698935
WA,6024,8119,479593444,1943,4020375,59070.50671264934,2069.1585177560473
WA,6025,19787,1403271993,4777,10882797,70918.8857835953,2278.165585095248
WA,6026,14147,916228603,3079,6522562,64764.86908885276,2118.402728158493
WA,6027,26699,1699354573,6379,13556856,63648.622532679125,2125.2321680514187
WA,6028,15167,1076307732,3899,9107866,70963.78532339948,2335.9492177481407
WA,6029,2034,196174232,424,1271604,96447.50835791543,2999.066037735849
WA,6030,23586,1440816036,6153,13264593,61087.76545408293,2155.792784007801
WA,6031,10542,641450179,3213,6879380,60847.10481881996,2141.1079987550575
WA,6032,170,11154022,28,64048,65611.89411764705,2287.4285714285716
WA,6033,316,20538816,45,88275,64996.25316455696,1961.6666666666667
WA,6034,1790,110487460,591,1243261,61724.83798882682,2103.6565143824027
WA,6035,5564,339806868,1613,3417949,61072.40618260244,2119.0012399256043
WA,6036,9586,588038330,2769,6031198,61343.45190903401,2178.114120621163
WA,6037,1924,117641845,498,1044140,61144.41008316008,2096.6666666666665
WA,6038,5341,336205655,1712,3503065,62948.072458341136,2046.1828271028037
WA,6041,781,43110766,159,404493,55199.4443021767,2543.9811320754716
WA,6043,117,7949711,16,27581,67946.24786324786,1723.8125
WA,6044,829,47874435,132,243763,57749.620024125456,1846.689393939394
WA,6050,10074,942096829,1948,4449363,93517.65227317848,2284.067248459959
WA,6051,8433,562976916,1921,3696352,66758.79473496976,1924.1811556481
WA,6052,7124,522548356,1647,3386558,73350.41493542954,2056.1979356405586
WA,6053,9294,631596919,2185,4198170,67957.49074671831,1921.3592677345537
WA,6054,11720,711128162,2737,5081613,60676.46433447099,1856.6360979174278
WA,6055,16764,1088081314,5009,9620712,64905.82879980912,1920.68516669994
WA,6056,23133,1373563518,5315,10181927,59376.80015562184,1915.6965192850423
WA,6057,10113,639914763,2417,4595728,63276.45238801542,1901.4182871328092
WA,6058,7549,448510738,1739,3125186,59413.26506822096,1797.1167337550316
WA,6059,14482,921609955,3067,6692078,63638.30651843668,2181.9621780241278
WA,6060,15785,975288531,4211,8809582,61785.77960088692,2092.0403704583237
WA,6061,21949,1067442226,5835,11393033,48632.84094947378,1952.5335047129392
WA,6062,20106,1098433183,4629,9374898,54632.10897244603,2025.253402462735
WA,6063,8126,422657935,1890,3673683,52013.03654934777,1943.747619047619
WA,6064,16006,785085193,3654,6997553,49049.4310258653,1915.0391351943076
WA,6065,39780,2460735399,10694,22878017,61858.607315233785,2139.3320553581448
WA,6066,10648,566065273,2438,4953637,53161.652235161535,2031.8445447087777
WA,6067,67,4068168,17,40804,60718.92537313433,2400.235294117647
WA,6069,25065,1594353128,7222,14401903,63608.74238978655,1994.1710052617004
WA,6070,2272,177076329,519,1151476,77938.52508802817,2218.6435452793835
WA,6071,2228,150107251,454,880374,67373.09290843806,1939.1497797356828
WA,6072,539,33580300,115,266668,62301.11317254174,2318.8521739130433
WA,6073,1971,127650319,352,632110,64764.24099441907,1795.7670454545455
WA,6074,642,38003862,146,263346,59196.04672897196,1803.7397260273972
WA,6076,13561,926078758,2562,5236718,68289.85753263034,2043.9960967993754
WA,6077,757,48005518,147,291167,63415.479524438575,1980.7278911564626
WA,6078,504,33670830,98,247343,66807.20238095238,2523.908163265306
WA,6081,2999,206476205,692,1433310,68848.35111703901,2071.257225433526
WA,6082,2017,128742396,425,796186,63828.65443728309,1873.3788235294119
WA,6083,2301,173771156,451,984235,75519.8418079096,2182.339246119734
WA,6084,5065,329796470,1301,2692145,65112.82724580454,2069.2890084550345
WA,6090,139,11555359,21,63887,83132.07913669065,3042.2380952380954
WA,6100,10127,689886424,2333,4752035,68123.47427668609,2036.8774110587226
WA,6101,10377,678631181,2509,4780413,65397.62754167871,1905.3060980470307
WA,6102,7273,354263371,1666,3031251,48709.38691049086,1819.4783913565427
WA,6103,6647,418997948,1753,3252828,63035.64735971115,1855.5778665145465
WA,6104,8868,548973835,2288,4262819,61905.033265674334,1863.1201923076924
WA,6105,9205,515934727,2425,4507054,56049.4,1858.578969072165
WA,6106,134,10790130,28,52867,80523.35820895522,1888.107142857143
WA,6107,27172,1403074340,6662,12060242,51636.77094067422,1810.3035124587211
WA,6108,13112,700867306,2969,5569945,53452.357077486275,1876.0340181879421
WA,6109,6619,340881881,1550,3030752,51500.510802235985,1955.3238709677419
WA,6110,23429,1317334977,5850,11155021,56226.68389602629,1906.8411965811965
WA,6111,13317,773735856,2835,5482223,58101.363370128405,1933.7647266313934
WA,6112,36555,2200943795,10073,19666136,60209.10395294761,1952.361362056984
