Sub_code,State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
NSW2402,NSW,2402,877,35197117,166,371794,40133.54276,2239.722892
NSW2403,NSW,2403,342,9262382,47,110530,27082.9883,2351.702128
NSW2404,NSW,2404,779,26694098,132,265136,34267.13479,2008.606061
NSW2405,NSW,2405,275,7716850,32,79148,28061.27273,2473.375
NSW2406,NSW,2406,415,13034929,72,154050,31409.46747,2139.583333
NSW2408,NSW,2408,220,6868055,47,104965,31218.43182,2233.297872
NSW2409,NSW,2409,313,16420907,60,168759,52462.96166,2812.65
NSW2410,NSW,2410,105,2714965,20,51333,25856.80952,2566.65
NSW2411,NSW,2411,62,2164483,15,44225,34911.01613,2948.333333
NSW2415,NSW,2415,206,9087997,40,89224,44116.49029,2230.6
NSW2420,NSW,2420,2102,103327891,552,1169858,49156.94148,2119.307971
NSW2421,NSW,2421,1162,82304678,294,675346,70830.18761,2297.095238
NSW2422,NSW,2422,2689,114777199,455,1075707,42683.97136,2364.191209
NSW2423,NSW,2423,1544,64571802,271,592479,41821.11528,2186.269373
NSW2424,NSW,2424,209,7648955,41,109270,36597.87081,2665.121951
NSW2425,NSW,2425,995,50964808,253,613474,51220.91256,2424.798419
NSW2426,NSW,2426,331,13785861,83,183291,41649.12689,2208.325301
NSW2427,NSW,2427,1446,62788039,288,663268,43421.88036,2303.013889
NSW2428,NSW,2428,11876,541202384,2298,4983121,45571.10003,2168.459965
NSW2429,NSW,2429,4953,215087517,1041,2252431,43425.70503,2163.71854
NSW2430,NSW,2430,16826,782495704,3552,7609891,46505.15298,2142.424268
NSW2431,NSW,2431,2594,114921407,591,1269861,44302.77833,2148.664975
NSW2439,NSW,2439,1748,77549791,406,791969,44364.86899,1950.662562
NSW2440,NSW,2440,10071,441170090,2438,4689837,43805.9865,1923.641099
NSW2441,NSW,2441,2334,103830554,462,1113344,44486.09854,2409.835498
NSW2443,NSW,2443,4174,167927759,804,1747344,40231.8541,2173.313433
NSW2444,NSW,2444,26821,1410974330,6302,12731404,52607.07393,2020.216439
NSW2445,NSW,2445,3853,186172235,897,1854845,48318.77368,2067.831661
NSW2446,NSW,2446,7505,354560111,1801,3853262,47243.18601,2139.512493
NSW2447,NSW,2447,3791,161971458,814,1528974,42725.2593,1878.346437
NSW2448,NSW,2448,4122,176897248,813,1721079,42915.39253,2116.948339
NSW2449,NSW,2449,939,34450418,195,383556,36688.41108,1966.953846
NSW2450,NSW,2450,25613,1332796642,5957,12630174,52035.94433,2120.223938
NSW2452,NSW,2452,8074,387499158,1962,3924575,47993.45529,2000.293068
NSW2453,NSW,2453,1494,56554559,228,469937,37854.45716,2061.127193
NSW2454,NSW,2454,4306,203154628,855,1806439,47179.43056,2112.794152
NSW2455,NSW,2455,1595,73756344,377,820410,46242.22194,2176.153846
NSW2456,NSW,2456,9328,433594701,2276,5091927,46483.1369,2237.226274
NSW2460,NSW,2460,14649,692800556,3346,6697436,47293.36856,2001.624626
NSW2462,NSW,2462,1193,52652391,254,510875,44134.44342,2011.318898
NSW2463,NSW,2463,4066,191141965,862,1841954,47009.82907,2136.837587
NSW2464,NSW,2464,3763,185309564,746,1613488,49245.16715,2162.852547
NSW2465,NSW,2465,209,9451711,38,101781,45223.49761,2678.447368
NSW2466,NSW,2466,718,31707523,134,299813,44160.89554,2237.410448
NSW2469,NSW,2469,1829,67325819,326,704214,36810.17988,2160.165644
NSW2470,NSW,2470,7594,330765511,1622,2879891,43556.16421,1775.518496
NSW2471,NSW,2471,1321,55142416,333,617869,41742.93414,1855.462462
NSW2472,NSW,2472,1145,50924867,298,596707,44475.86638,2002.372483
NSW2473,NSW,2473,1528,75678716,400,749206,49527.9555,1873.015
NSW2474,NSW,2474,3309,135807668,624,1439848,41041.90632,2307.448718
NSW2475,NSW,2475,184,8156537,31,65098,44329.00543,2099.935484
NSW2476,NSW,2476,342,13210865,68,131045,38628.26023,1927.132353
NSW2477,NSW,2477,7121,360471885,1695,3346612,50620.96405,1974.40236
NSW2478,NSW,2478,17995,959888825,4554,9598722,53341.97416,2107.756258
NSW2479,NSW,2479,3508,220535990,684,1799637,62866.5878,2631.048246
NSW2480,NSW,2480,25196,1201341588,5991,10842642,47679.85347,1809.821733
NSW2481,NSW,2481,9288,585699413,1796,3798796,63059.79899,2115.142539
NSW2482,NSW,2482,4248,183684902,670,1335972,43240.32533,1993.98806
NSW2483,NSW,2483,6815,315245603,1520,3189657,46257.60866,2098.458553
NSW2484,NSW,2484,10612,483617189,2945,5437029,45572.67141,1846.189813
NSW2485,NSW,2485,7669,377984601,1952,4285490,49287.33877,2195.435451
NSW2486,NSW,2486,17267,853125048,4666,9909996,49407.83274,2123.873982
NSW2487,NSW,2487,8444,539843948,2296,5740873,63932.25343,2500.380226
NSW2488,NSW,2488,2063,104858486,612,1364642,50828.15608,2229.80719
NSW2489,NSW,2489,4132,215186099,1163,2554360,52077.95232,2196.354256
NSW2490,NSW,2490,371,18008985,94,212166,48541.73854,2257.085106
NSW2500,NSW,2500,23627,1408335524,6341,13271647,59607.03957,2092.989592
NSW2502,NSW,2502,5382,267305666,1748,3620925,49666.60461,2071.467391
NSW2505,NSW,2505,2649,148663291,906,1815439,56120.53265,2003.795806
NSW2506,NSW,2506,3671,195297895,1252,2563281,53200.18932,2047.349042
NSW2508,NSW,2508,5726,408981400,1510,4017514,71425.32309,2660.605298
NSW2515,NSW,2515,7258,574919753,1918,4569794,79211.87007,2382.582899
NSW2516,NSW,2516,4035,299148654,1296,3347308,74138.45204,2582.799383
NSW2517,NSW,2517,7758,503316136,2500,5752445,64877.04769,2300.978
NSW2518,NSW,2518,10639,628284176,3365,7066971,59054.81493,2100.13997
NSW2519,NSW,2519,9601,599593729,2777,5964114,62451.17477,2147.682391
NSW2520,NSW,2520,173,10621981,48,104794,61398.7341,2183.208333
NSW2525,NSW,2525,7104,452200497,2314,4926382,63654.34924,2128.946413
NSW2526,NSW,2526,9126,573277969,3019,6181789,62818.09873,2047.628023
NSW2527,NSW,2527,13180,748872887,5117,11305625,56818.88369,2209.424467
NSW2528,NSW,2528,11499,606925519,4038,8769234,52780.72171,2171.677563
NSW2529,NSW,2529,15920,962320893,5752,12570965,60447.29227,2185.494611
NSW2530,NSW,2530,18612,1062524470,6630,13508638,57088.14045,2037.501961
NSW2533,NSW,2533,9922,615725680,2724,6064931,62056.60955,2226.479809
NSW2534,NSW,2534,3436,218100821,939,1985278,63475.20984,2114.247071
NSW2535,NSW,2535,4220,252492848,986,2117601,59832.42844,2147.668357
NSW2536,NSW,2536,9846,470456845,2098,4217436,47781.51991,2010.21735
NSW2537,NSW,2537,6860,329367208,1584,2858642,48012.71254,1804.698232
NSW2538,NSW,2538,1417,75284016,293,636858,53129.15737,2173.576792
NSW2539,NSW,2539,10096,450072912,2395,4878274,44579.32964,2036.85762
NSW2540,NSW,2540,23177,1156372467,6703,13812795,49893.10381,2060.688498
NSW2541,NSW,2541,13611,690805106,4191,8137359,50753.44251,1941.627058
NSW2545,NSW,2545,631,28972343,135,253053,45914.96513,1874.466667
NSW2546,NSW,2546,5003,219589678,806,1552565,43891.60064,1926.259305
NSW2548,NSW,2548,4830,238709750,754,1550284,49422.30849,2056.079576
NSW2549,NSW,2549,2323,110787241,399,907442,47691.45114,2274.290727
NSW2550,NSW,2550,9493,443671594,1378,2831242,46736.71063,2054.602322
NSW2551,NSW,2551,1931,87507018,339,663802,45316.94355,1958.117994
NSW2555,NSW,2555,95,5213588,24,63699,54879.87368,2654.125
NSW2556,NSW,2556,1419,99184642,352,966746,69897.56307,2746.4375
NSW2557,NSW,2557,8525,537601912,2786,7374243,63061.80786,2646.892678
NSW2558,NSW,2558,6442,358550898,1861,4616169,55658.32009,2480.4777
NSW2559,NSW,2559,1206,55060199,249,635142,45655.22305,2550.771084
NSW2560,NSW,2560,43014,2370193466,11290,27259015,55102.83782,2414.438884
NSW2563,NSW,2563,160,9288903,44,108453,58055.64375,2464.840909
NSW2564,NSW,2564,7043,348053783,1555,3314720,49418.39884,2131.652733
NSW2565,NSW,2565,14941,882163914,3672,9161254,59043.16405,2494.89488
NSW2566,NSW,2566,15340,822706447,3782,8915879,53631.45026,2357.45082
NSW2567,NSW,2567,24145,1561379727,7962,22023007,64666.79341,2766.014444
NSW2568,NSW,2568,683,42125327,162,429822,61676.9063,2653.222222
NSW2569,NSW,2569,837,50694961,231,642827,60567.45639,2782.800866
NSW2570,NSW,2570,31447,2093982355,10457,28958713,66587.66671,2769.313665
NSW2571,NSW,2571,7604,507492437,2473,6834173,66740.19424,2763.515164
NSW2572,NSW,2572,2499,153331995,732,1889953,61357.34094,2581.903005
NSW2573,NSW,2573,2896,162003618,891,2141503,55940.47583,2403.482604
NSW2574,NSW,2574,3359,195390019,1040,2610764,58169.1036,2510.35
NSW2575,NSW,2575,9846,612022346,2388,5904830,62159.49076,2472.70938
NSW2576,NSW,2576,8409,622441644,1344,3778328,74020.88762,2811.255952
NSW2577,NSW,2577,9266,566961678,1851,4210454,61187.31686,2274.691518
NSW2578,NSW,2578,1533,81636695,257,588212,53252.89954,2288.762646
NSW2579,NSW,2579,2441,144478318,505,1242626,59188.16796,2460.645545
NSW2580,NSW,2580,16504,911344213,4264,8605796,55219.59604,2018.244841
NSW2581,NSW,2581,1351,81957883,302,715650,60664.60622,2369.701987
NSW2582,NSW,2582,8034,536192330,1818,4020411,66740.39457,2211.447195
NSW2583,NSW,2583,2505,121653700,477,1102285,48564.3513,2310.870021
NSW2584,NSW,2584,314,16729273,56,141561,53277.93949,2527.875
NSW2585,NSW,2585,162,9547200,31,74481,58933.33333,2402.612903
NSW2586,NSW,2586,1442,69744867,295,726165,48366.75936,2461.576271
NSW2587,NSW,2587,1460,72988598,338,709018,49992.19041,2097.686391
NSW2588,NSW,2588,214,13384559,30,60204,62544.66822,2006.8
NSW2590,NSW,2590,3584,175669090,712,1386812,49014.81306,1947.769663
NSW2594,NSW,2594,6129,298710636,1384,2748833,48737.25502,1986.151012
NSW2618,NSW,2618,894,80683454,175,537951,90249.94855,3074.005714
NSW2619,NSW,2619,6302,551790729,1802,3863138,87558.0338,2143.805771
NSW2620,NSW,2620,26665,1890512054,7129,14385758,70898.63319,2017.920887
NSW2621,NSW,2621,4202,312496344,1070,2803132,74368.47787,2619.749533
NSW2622,NSW,2622,2346,122214458,430,1012786,52094.82438,2355.316279
NSW2623,NSW,2623,370,22197994,114,274166,59994.57838,2404.964912
NSW2624,NSW,2624,64,2847534,11,17707,44492.71875,1609.727273
NSW2625,NSW,2625,205,10751538,40,95764,52446.52683,2394.1
NSW2626,NSW,2626,326,20373460,86,193727,62495.27607,2252.639535
NSW2627,NSW,2627,3034,170456280,698,1594511,56182.03032,2284.399713
NSW2628,NSW,2628,1109,53603973,254,528265,48335.41298,2079.783465
NSW2629,NSW,2629,275,10824253,39,75516,39360.92,1936.307692
NSW2630,NSW,2630,5093,272619794,1001,2195615,53528.33183,2193.421578
NSW2631,NSW,2631,357,16789549,64,105410,47029.54902,1647.03125
NSW2632,NSW,2632,1089,57586763,243,692151,52880.4068,2848.358025
NSW2633,NSW,2633,199,8265159,26,80518,41533.46231,3096.846154
NSW2640,NSW,2640,22394,1315007959,5346,10947958,58721.44141,2047.878414
NSW2641,NSW,2641,8483,415476095,1843,3518554,48977.49558,1909.144872
NSW2642,NSW,2642,3085,155821492,631,1423791,50509.39773,2256.40412
NSW2643,NSW,2643,1545,73416769,376,742394,47518.94434,1974.452128
NSW2644,NSW,2644,1348,63320536,249,563979,46973.69139,2264.975904
NSW2645,NSW,2645,226,10209448,38,84566,45174.54867,2225.421053
NSW2646,NSW,2646,3888,181422748,845,1645623,46662.22942,1947.48284
NSW2647,NSW,2647,1265,60176932,276,610624,47570.69723,2212.405797
NSW2648,NSW,2648,1199,52408258,253,600667,43709.97331,2374.177866
NSW2650,NSW,2650,34174,2004198976,8012,15166457,58646.8946,1892.967673
NSW2651,NSW,2651,1290,69973249,365,610528,54242.82868,1672.679452
NSW2652,NSW,2652,2822,136596257,501,981367,48404.05989,1958.816367
NSW2653,NSW,2653,1349,70038146,250,521772,51918.56635,2087.088
NSW2655,NSW,2655,776,37347024,164,286859,48127.60825,1749.140244
NSW2656,NSW,2656,718,31599548,103,241507,44010.51253,2344.728155
NSW2658,NSW,2658,735,33023584,121,233878,44930.04626,1932.876033
NSW2659,NSW,2659,492,21212622,72,121035,43115.08537,1681.041667
NSW2660,NSW,2660,851,41566251,193,432027,48844.00823,2238.481865
NSW2661,NSW,2661,134,8976224,65,142212,66986.74627,2187.876923
NSW2663,NSW,2663,2403,125598061,476,758818,52267.19143,1594.155462
NSW2665,NSW,2665,1161,42781272,170,318387,36848.64083,1872.864706
NSW2666,NSW,2666,3089,150482852,584,1331103,48715.71771,2279.285959
NSW2668,NSW,2668,192,8874245,27,65015,46220.02604,2407.962963
NSW2669,NSW,2669,869,35999478,145,330734,41426.32681,2280.924138
NSW2671,NSW,2671,2277,117584127,349,689749,51639.93281,1976.358166
NSW2672,NSW,2672,832,36775171,144,294319,44200.92668,2043.881944
NSW2675,NSW,2675,977,45344659,201,400380,46412.13818,1991.940299
NSW2680,NSW,2680,15520,846975999,3024,5877963,54573.19581,1943.770833
NSW2681,NSW,2681,1053,53175568,184,343341,50499.11491,1865.983696
NSW2700,NSW,2700,2593,123364070,584,996242,47575.80794,1705.893836
NSW2701,NSW,2701,1362,71512865,293,570460,52505.7746,1946.962457
NSW2702,NSW,2702,400,19759495,72,131784,49398.7375,1830.333333
NSW2703,NSW,2703,388,19227787,74,106413,49556.15206,1438.013514
NSW2705,NSW,2705,5887,296881753,1234,2199983,50430.05826,1782.806321
NSW2706,NSW,2706,654,32715252,140,239486,50023.3211,1710.614286
NSW2707,NSW,2707,852,40550597,115,277537,47594.59742,2413.365217
NSW2710,NSW,2710,5568,259313532,1099,2350352,46572.11422,2138.627843
NSW2711,NSW,2711,1792,84346571,397,866082,47068.399,2181.566751
NSW2712,NSW,2712,692,31222164,113,224402,45118.7341,1985.858407
NSW2713,NSW,2713,1500,62622671,362,687179,41748.44733,1898.28453
NSW2714,NSW,2714,1422,65912770,351,773772,46352.15893,2204.478632
NSW2715,NSW,2715,842,38885842,200,516120,46182.71021,2580.6
NSW2716,NSW,2716,674,33400780,118,202550,49556.05341,1716.525424
NSW2717,NSW,2717,608,31318582,144,367469,51510.82566,2551.868056
NSW2720,NSW,2720,4371,243177845,931,1758639,55634.37314,1888.978518
NSW2721,NSW,2721,121,2887881,19,44009,23866.78512,2316.263158
NSW2722,NSW,2722,1737,81035890,360,777649,46652.78641,2160.136111
NSW2725,NSW,2725,164,8036740,31,62018,49004.5122,2000.580645
NSW2726,NSW,2726,183,9387829,27,58493,51299.61202,2166.407407
NSW2727,NSW,2727,224,11753026,37,85422,52468.86607,2308.702703
NSW2729,NSW,2729,906,47025371,169,349114,51904.383,2065.763314
NSW2730,NSW,2730,811,37781524,176,301213,46586.34279,1711.4375
NSW2731,NSW,2731,3711,199803883,929,2093715,53840.98168,2253.729817
NSW2732,NSW,2732,1028,45001956,223,405193,43776.22179,1817.008969
NSW2733,NSW,2733,337,16052654,79,185127,47633.98813,2343.379747
NSW2734,NSW,2734,149,8746936,32,101568,58704.26846,3174
NSW2735,NSW,2735,172,6257502,25,57325,36380.82558,2293
NSW2736,NSW,2736,196,12146974,35,104584,61974.35714,2988.114286
NSW2737,NSW,2737,478,26101953,108,225811,54606.59623,2090.842593
NSW2738,NSW,2738,1007,60341385,249,578464,59921.93148,2323.148594
NSW2739,NSW,2739,743,40170272,187,447502,54064.96904,2393.058824
NSW2745,NSW,2745,18776,1274983062,5841,16017458,67904.93513,2742.245848
NSW2747,NSW,2747,27765,1621369290,8064,19813809,58396.15667,2457.069568
NSW2748,NSW,2748,1312,94863846,256,743150,72304.76067,2902.929688
NSW2749,NSW,2749,9882,614473796,2994,7501067,62181.11678,2505.366399
NSW2750,NSW,2750,26901,1615181205,7513,18813960,60041.67893,2504.187408
NSW2751,NSW,2751,194,14657255,46,186101,75552.86082,4045.673913
NSW2752,NSW,2752,3299,205881833,1075,2699202,62407.34556,2510.885581
NSW2753,NSW,2753,10134,612531073,2561,6484000,60443.16884,2531.823506
NSW2754,NSW,2754,3670,215153150,939,2384579,58624.83651,2539.487753
NSW2756,NSW,2756,20841,1290573160,5715,15213129,61924.72338,2661.964829
NSW2757,NSW,2757,559,32494335,140,395901,58129.40072,2827.864286
NSW2758,NSW,2758,5488,357149347,1365,3747627,65078.23378,2745.514286
NSW2759,NSW,2759,16245,960302149,4623,11750928,59113.70569,2541.840363
NSW2760,NSW,2760,19097,1026706197,5059,11520721,53762.69555,2277.272386
NSW2761,NSW,2761,19696,1108834049,5013,11955848,56297.42328,2384.968681
NSW2762,NSW,2762,8551,562687536,2316,5478594,65803.71138,2365.541451
NSW2763,NSW,2763,18938,1140631189,4685,11282788,60229.75969,2408.279189
NSW2765,NSW,2765,15768,1035188877,4331,11320668,65651.24791,2613.869314
NSW2766,NSW,2766,9144,498886248,2050,4353392,54558.86352,2123.605854
NSW2767,NSW,2767,13459,740654727,3048,6886638,55030.4426,2259.395669
NSW2768,NSW,2768,16488,1103083402,4141,11197010,66902.19566,2703.938662
NSW2769,NSW,2769,8240,605574493,2336,6878916,73492.05012,2944.741438
NSW2770,NSW,2770,28302,1384789596,6235,18009791,48929.03668,2888.498957
NSW2773,NSW,2773,3793,285391610,859,2221641,75241.65832,2586.310827
NSW2774,NSW,2774,7844,514456566,2020,4947646,65585.99771,2449.329703
NSW2775,NSW,2775,855,47787725,175,463690,55892.07602,2649.657143
NSW2776,NSW,2776,2487,160486729,638,1399411,64530.24889,2193.434169
NSW2777,NSW,2777,10697,669748558,2671,6367538,62610.87763,2383.952827
NSW2778,NSW,2778,1524,90912262,388,959271,59653.71522,2472.347938
NSW2779,NSW,2779,2832,160267356,715,1343729,56591.58051,1879.341259
NSW2780,NSW,2780,7528,398473779,1334,2804681,52932.22357,2102.45952
NSW2782,NSW,2782,3553,213304649,702,1650974,60035.08275,2351.814815
NSW2783,NSW,2783,1578,84624592,389,713601,53627.75158,1834.449871
NSW2784,NSW,2784,737,40568386,173,464253,55045.29986,2683.543353
NSW2785,NSW,2785,2696,144033273,498,1042506,53424.80453,2093.385542
NSW2786,NSW,2786,687,36546706,117,255711,53197.53421,2185.564103
NSW2787,NSW,2787,2426,125442359,566,1208123,51707.48516,2134.492933
NSW2790,NSW,2790,7507,431820919,1557,3074460,57522.43493,1974.60501
NSW2791,NSW,2791,157,7349025,39,63209,46809.07643,1620.74359
NSW2792,NSW,2792,217,9363341,45,104080,43149.03687,2312.888889
NSW2793,NSW,2793,481,25097423,93,220552,52177.59459,2371.526882
NSW2794,NSW,2794,5535,259055102,1124,2352283,46803.08979,2092.77847
NSW2795,NSW,2795,23733,1362153567,5877,11527102,57394.91708,1961.392207
NSW2797,NSW,2797,236,10485512,59,105174,44430.13559,1782.610169
NSW2798,NSW,2798,1280,82740181,326,706127,64640.76641,2166.033742
NSW2799,NSW,2799,2254,118294272,712,1390248,52481.93079,1952.595506
NSW2800,NSW,2800,26064,1587401375,7618,15040572,60903.98155,1974.346548
NSW2803,NSW,2803,161,7186178,30,92330,44634.64596,3077.666667
NSW2804,NSW,2804,1414,64250022,294,545042,45438.48798,1853.884354
NSW2805,NSW,2805,235,9618380,51,115614,40929.2766,2266.941176
NSW2806,NSW,2806,440,20162255,110,210014,45823.30682,1909.218182
NSW2807,NSW,2807,170,7478901,41,97428,43993.53529,2376.292683
NSW2808,NSW,2808,68,2721709,12,26491,40025.13235,2207.583333
NSW2809,NSW,2809,104,5111603,14,20049,49150.02885,1432.071429
NSW2810,NSW,2810,1639,72395015,287,614256,44170.2349,2140.264808
NSW2817,NSW,2817,86,2227625,14,42168,25902.61628,3012
NSW2818,NSW,2818,445,21594714,80,205424,48527.44719,2567.8
NSW2820,NSW,2820,3103,138322762,760,1396177,44577.10667,1837.075
NSW2821,NSW,2821,2548,119176931,505,1029776,46772.73587,2039.160396
NSW2822,NSW,2822,144,4734698,34,94889,32879.84722,2790.852941
NSW2823,NSW,2823,747,31544754,132,311477,42228.58635,2359.674242
NSW2824,NSW,2824,1174,55330022,298,631473,47129.49063,2119.036913
NSW2825,NSW,2825,1349,70822063,364,848351,52499.67606,2330.634615
NSW2826,NSW,2826,118,4865370,28,62687,41231.94915,2238.821429
NSW2827,NSW,2827,1805,76819276,369,852198,42559.15568,2309.479675
NSW2828,NSW,2828,366,10358173,58,167673,28301.01913,2890.913793
NSW2829,NSW,2829,1459,52423845,239,516452,35931.35367,2160.887029
NSW2830,NSW,2830,24583,1365244820,5423,10336699,55536.13554,1906.085008
NSW2831,NSW,2831,1279,44857910,198,495026,35072.64269,2500.131313
NSW2832,NSW,2832,1101,34853500,233,595159,31656.22162,2554.330472
NSW2833,NSW,2833,241,9321869,47,111298,38679.95436,2368.042553
NSW2834,NSW,2834,896,36474863,166,326200,40708.55246,1965.060241
NSW2835,NSW,2835,2121,140745106,490,1049913,66357.90005,2142.679592
NSW2836,NSW,2836,295,12009309,47,85610,40709.52203,1821.489362
NSW2839,NSW,2839,484,22565644,102,261203,46623.2314,2560.813725
NSW2840,NSW,2840,1310,63996191,266,513782,48852.0542,1931.511278
NSW2842,NSW,2842,263,8982829,33,83287,34155.24335,2523.848485
NSW2843,NSW,2843,647,23263167,135,390183,35955.43586,2890.244444
NSW2844,NSW,2844,655,31064706,121,275710,47427.03206,2278.595041
NSW2845,NSW,2845,1029,62024989,297,536317,60276.95724,1805.781145
NSW2846,NSW,2846,124,5744336,22,41086,46325.29032,1867.545455
NSW2847,NSW,2847,1111,61229975,309,575112,55112.48875,1861.203883
NSW2848,NSW,2848,539,24640881,138,294268,45715.92022,2132.376812
NSW2849,NSW,2849,764,38683154,174,358096,50632.40052,2058.022989
NSW2850,NSW,2850,10079,611291227,2722,5914669,60649.9878,2172.912932
NSW2852,NSW,2852,1844,98438229,495,1026219,53382.98753,2073.169697
NSW2864,NSW,2864,464,24996197,115,291813,53871.11422,2537.504348
NSW2865,NSW,2865,465,22142628,108,229204,47618.55484,2122.259259
NSW2866,NSW,2866,1654,83243010,398,793244,50328.30109,1993.075377
NSW2867,NSW,2867,303,12507193,62,137975,41277.86469,2225.403226
NSW2868,NSW,2868,338,9694221,69,214874,28681.12722,3114.115942
NSW2869,NSW,2869,712,26118891,111,249845,36683.83567,2250.855856
NSW2870,NSW,2870,6340,331966569,1601,2966020,52360.65757,1852.604622
NSW2871,NSW,2871,4797,236933630,1119,2399708,49392.04294,2144.511171
NSW2873,NSW,2873,362,7914340,56,129278,21862.81768,2308.535714
NSW2874,NSW,2874,255,7748166,48,110258,30384.96471,2297.041667
NSW2875,NSW,2875,455,15771589,97,207064,34662.83297,2134.680412
NSW2876,NSW,2876,239,4617467,38,71403,19319.94561,1879.026316
NSW2877,NSW,2877,1878,73346700,349,613242,39055.7508,1757.140401
NSW2878,NSW,2878,177,6654495,25,56701,37596.01695,2268.04
NSW2879,NSW,2879,222,13614417,58,136829,61326.2027,2359.12069
NSW2880,NSW,2880,8788,508581391,1673,3064677,57872.2566,1831.845188
NSW2898,NSW,2898,308,20303342,11,14692,65919.94156,1335.636364
NSW2899,NSW,2899,1170,53198995,249,248219,45469.2265,996.8634538
NSWNSW other,NSW,NSW other,3791,306228227,879,2337960,80777.69111,2659.795222
NT800,NT,800,5214,362017451,1515,2674110,69431.80878,1765.089109
NT801,NT,801,507,45588988,111,267233,89919.10848,2407.504505
NT804,NT,804,132,10606966,32,51673,80355.80303,1614.78125
NT810,NT,810,21269,1424967659,6287,10429333,66997.39804,1658.872753
NT811,NT,811,282,23324672,59,104363,82711.60284,1768.864407
NT812,NT,812,11038,726625088,3193,4920092,65829.41547,1540.899468
NT813,NT,813,67,4596894,19,23800,68610.35821,1252.631579
NT814,NT,814,143,11457300,30,52357,80120.97902,1745.233333
NT820,NT,820,13062,1079618958,4006,7172969,82653.41893,1790.556415
NT821,NT,821,374,33901568,84,141548,90645.90374,1685.095238
NT822,NT,822,6726,324072680,895,1632960,48182.08147,1824.536313
NT828,NT,828,805,59985626,222,411914,74516.30559,1855.468468
NT829,NT,829,358,24632127,179,303392,68804.82402,1694.927374
NT830,NT,830,11094,739883041,3859,6715582,66692.17965,1740.238922
NT831,NT,831,557,40949636,160,295621,73518.19749,1847.63125
NT832,NT,832,10883,758947364,4378,7746934,69736.9626,1769.51439
NT834,NT,834,547,38401304,162,278049,70203.4808,1716.351852
NT835,NT,835,2922,211297814,846,1698242,72312.7358,2007.378251
NT836,NT,836,4889,344971097,1466,2853659,70560.66619,1946.561392
NT837,NT,837,513,33544006,118,241021,65387.92593,2042.550847
NT838,NT,838,525,35569092,153,299104,67750.65143,1954.928105
NT839,NT,839,683,48874643,229,466018,71558.77452,2035.0131
NT840,NT,840,183,9658691,43,66022,52779.73224,1535.395349
NT841,NT,841,328,21996254,98,211381,67061.75,2156.94898
NT845,NT,845,319,17405944,80,171247,54564.08777,2140.5875
NT846,NT,846,201,11034342,33,72704,54897.22388,2203.151515
NT847,NT,847,153,6190068,21,42862,40457.96078,2041.047619
NT850,NT,850,4145,254061723,986,1738004,61293.53993,1762.681542
NT851,NT,851,908,58828831,182,403228,64789.46145,2215.538462
NT852,NT,852,2044,85896752,224,546456,42023.85127,2439.535714
NT853,NT,853,536,39264414,307,597589,73254.50373,1946.543974
NT854,NT,854,443,20132275,45,93704,45445.31603,2082.311111
NT860,NT,860,1040,63947611,285,565065,61488.0875,1982.684211
NT861,NT,861,555,32617756,127,266466,58770.73153,2098.15748
NT862,NT,862,296,12970793,71,186720,43820.24662,2629.859155
NT870,NT,870,14378,926657030,3543,5972977,64449.64738,1685.852949
NT871,NT,871,1260,85040420,306,519296,67492.39683,1697.045752
NT872,NT,872,4277,184796698,594,1268897,43207.08394,2136.190236
NT873,NT,873,403,24972156,105,198038,61965.64764,1886.07619
NT874,NT,874,148,10631103,37,60630,71831.77703,1638.648649
NT875,NT,875,576,32177995,119,220007,55864.57465,1848.798319
NT880,NT,880,1053,68697510,175,333357,65239.80057,1904.897143
NT881,NT,881,1609,113808154,514,740167,70732.22747,1440.013619
NT885,NT,885,562,49853674,81,143838,88707.60498,1775.777778
NT886,NT,886,778,51681586,215,396997,66428.77378,1846.497674
NTNT other,NT,NT other,205,12360693,55,81090,60296.06341,1474.363636
OverseasOverseas,Overseas,Overseas,126006,4041547522,4557,7849710,32074.24664,1722.560895
QLD4000,QLD,4000,13652,888895544,1653,4132242,65111.0126,2499.84392
QLD4001,QLD,4001,658,43497979,62,185559,66106.35106,2992.887097
QLD4004,QLD,4004,103,7788640,14,45418,75617.86408,3244.142857
QLD4005,QLD,4005,12736,1262726243,2548,6994908,99146.21883,2745.254317
QLD4006,QLD,4006,16809,1187417925,3357,8179240,70641.79457,2436.473041
QLD4007,QLD,4007,10160,1123708620,2259,6784258,110601.2421,3003.212926
QLD4008,QLD,4008,212,12120412,60,164235,57171.75472,2737.25
QLD4009,QLD,4009,91,7924630,10,43452,87083.84615,4345.2
QLD4010,QLD,4010,2631,181756469,665,1709965,69082.6564,2571.37594
QLD4011,QLD,4011,10669,1038951241,2183,6396880,97380.37689,2930.316079
QLD4012,QLD,4012,15430,1070160192,3648,8348226,69355.81283,2288.439145
QLD4013,QLD,4013,3285,221841252,734,1707028,67531.58356,2325.651226
QLD4014,QLD,4014,8065,535439927,2151,4858072,66390.56751,2258.517899
QLD4017,QLD,4017,22203,1355246209,5175,11656985,61038.87803,2252.557488
QLD4018,QLD,4018,8061,436635761,1785,3291644,54166.45094,1844.058263
QLD4019,QLD,4019,11251,620065793,2853,6894282,55112.06053,2416.502629
